Running Web and Mobile Apps on Azure App Service,200 - Intermediate,"Nir Mashkowski, Yochay Kiriaty",4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-633
Screen Casting: Develop Multi-Screen Universal Windows Apps Using Casting Technologies,Media,Steven Wilssens,4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-723
Secure Access to Enterprise Networks and VPN Platform Enhancements,300 - Experienced,"Abhishek Tiwari, Aman Arneja",4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-95
Single Sign-On with Secure Authentication,"Enterprise, Security",Karanbir Singh,4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-709
Store: Deep Dive on Publishing Universal Windows Apps,Store,"Jonathan Garrigues, Matthew Cowan, Ted Driggs",4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-710
Strategies for Developing Cross-Platform Applications with Visual Studio 2015,"Android, Cross-Platform Development, iOS, Visual Studio",Amanda Silver,4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-627
Supercharging Your Custom Solutions with the Office 365 Unified API Endpoint,Office 365 APIs,Yina Arenas,4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-641
Surface Hub: Building Windows Universal Apps for Surface Hub and the Large Screen,XAML/UX,"Eric Flo, James Fiduccia, Roberto Sonnino",4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-660
Surviving Success: Architecting Web Sites and Services for Rapid Growth,200 - Intermediate,"Mark Simms, Mark Souza",4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-642
Taking .NET Cross-Platform: Building .NET Applications on Linux and Mac,".NET, Cross-Platform Development",Habib Heydarian,4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-670
"The ""Project Spartan"" Rendering Engine That Makes the Web Just Work",Web Platform,"David Catuhe, David Rousset",4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-682
"The Future of TypeScript: ECMAScript 6, Async/Await and Richer Libraries",TypeScript,"Anders Hejlsberg, Brad Green, Miško Hevery",4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-644
The Lesser Scotts,200 - Intermediate,"Damian Edwards, Rowan Miller, Scott Hanselman, Scott Hunter, Seth Juarez",4/30/2015,http://channel9.msdn.com/Events/Build/2015/C9-16
The Microsoft Affiliate Program,200 - Intermediate,Saher Hirji,4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-96
The Next Generation of Azure Compute Platform with Mark Russinovich,300 - Experienced,Mark Russinovich,4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-618
The Skype Developer Platform and Skype Web Developer Capabilities,300 - Experienced,"Andrew Bybee, Dan Gardiner, Daniel Valik, Srividhya Chandrasekaran",4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-643
The Windows 10 Story,Windows,"John Shewchuk, Mary Jo Foley, Steven Guggenheimer",4/30/2015,http://channel9.msdn.com/Events/Build/2015/C9-07
"Thinking in Containers: Building a Scalable, Next-Gen Application with Docker on Azure",200 - Intermediate,Tom Hauburger,4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-683
"Tiles, Notifications, and Action Center",App Model,"Lei Xu, Thomas Fennel",4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-762
Tried and True Practices for Transforming SharePoint Solutions to Cloud-Ready Solutions,"App Model, Office 365","Steve Walker, Vesa Juvonen",4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-743
Universal Commanding and Navigation in Your XAML,"UI, XAML",Micah Lewis,4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-97
Universal Windows Platform,200 - Intermediate,"Brent Rector, Peter Torr",4/30/2015,http://channel9.msdn.com/Events/Build/2015/C9-04
Use New Motion and Effects Features to Captivate Users and Truly Bring Your App to Life,300 - Experienced,"Jeff Stall, Nick Waggoner",4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-737
"User Data: Working with Contacts, Appointments, Text Messages and More on Windows 10",App Model,"Adam Wilson, Tony Pendolino",4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-684
Using Azure Search to Build Great Search Experiences in Mobile and Web Apps,200 - Intermediate,Pablo Castro,4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-745
Using Git in Visual Studio,Visual Studio,"Martin Woodward, Phil Haack",4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-746
"Using Visual Studio, Team Foundation Server, Visual Studio Online, and SonarQube to Understand and…",".NET, Team Foundation Server, Visual Studio, Visual Studio Online","Olivier Gaudin, Stuart Kent",4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-696
Vision APIs: Understanding Images in Your App,200 - Intermediate,Meenaz Merchant,4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-748
"Visual Studio Code: A Deep Dive on the Redefined Code Editor for OS X, Linux and Windows",".NET, Cross-Platform Development, Node.js, TypeScript","Chris Dias, Erich Gamma, John Papa",4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-680
Visualizing Business Data on any Device with Bing Maps,200 - Intermediate,Ricky Brundritt,4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-645
What Can Azure Do for Android and iOS?,200 - Intermediate,Chris Risner,4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-77
What’s New in Direct2D and DirectWrite for Windows 10,"Game Development, Graphics",Anthony Hodsdon,4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-775
"What’s New in F12 for ""Project Spartan""","Diagnostics, Web Platform",Andy Sterland,4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-638
What’s New in JavaScript for Fast and Scalable Apps,"JavaScript, Web Platform",Brian Terlson,4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-763
What's New for Azure Developers in Visual Studio and Azure SDK,".NET, Visual Studio",Mike Morton,4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-685
What's New for Build Automation in Team Foundation Server and Visual Studio Online,"DevOps, Team Foundation Server, Visual Studio Online",Chris Patterson,4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-671
"What's New in Azure Media Services this Year: Indexer, Player, and Live Encoder",200 - Intermediate,Martin Wahl,4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-751
What's New in C# 6 and Visual Basic 14,".NET, C#","Dustin Campbell, Mads Torgersen",4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-711
What's New in XAML for Universal Windows Apps,XAML/UX,Joe Stegman,4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-629
When Bad Things Happen to Good Apps: Troubleshooting Applications on Azure App Service,200 - Intermediate,Apurva Joshi (AJ),4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-764
Wi-Fi Direct and Wi-Fi Direct Services API,300 - Experienced,Yatharth Gupta,4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-98
Windows + Open Source Software,Open Source,"Usman Anwer, Yosef Durr",4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-621
Windows 10 Platform,200 - Intermediate,,4/30/2015,http://channel9.msdn.com/Events/Build/2015/C9-09
"Windows Containers: What, Why and How",200 - Intermediate,"Mathew John, Taylor Brown",4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-704
Windows Design for Developers: An Executive Panel,"Design, XAML/UX","Albert Shum, Jeff Fong, Joseph Belfiore, Karen Kesler, Lora Heiny, Steve Clayton",4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-778
Windows Design for Developers: Getting the Balance Right,"Design, XAML/UX","Albert Shum, Jeff Arnold, Jeff Fong, Jonathan Wiedemann, Karen Kesler",4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-791
"Windows for Makers: Raspberry Pi 2, Arduino and More","Internet of Things, IoT",Steve Teixeira,4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-724
Writing Visual Studio Extensions: Tips and Tricks to Get Started,300 - Experienced,Hemchander Sannidhanam,4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-99
XAML,,"Carmen Zlateff, Harini Kannan, Jeff Arnold, Seth Juarez, Tim Heuer",4/30/2015,http://channel9.msdn.com/Events/Build/2015/C9-05A
"XAML Case Study: Putting it All Together, Office and XAML","Office, XAML/UX","Andrew Coates, Jason Morse",4/30/2015,http://channel9.msdn.com/Events/Build/2015/2-776
XAML Performance: Techniques for Maximizing Universal Windows App Experiences Built with XAML,XAML/UX,"Kiran Kumar, Mark Alcazar",4/30/2015,http://channel9.msdn.com/Events/Build/2015/3-698
Young Coders,,Seth Juarez,4/30/2015,http://channel9.msdn.com/Events/Build/2015/C9-24
